$ID,$ID_NAME,Armor,Description,Element,Icon,Level,Link_Items,Link_Maps,Name,Race,Rank,Size,Stat_CON,Stat_DEX,Stat_INT,Stat_SPR,Stat_STR,Type
47529,Mally,1,如果你隨便亂碰，他會很憤怒並一直折磨你。,7,mon_mally,29,,"[{""Map"": 2082, ""Population"": 27, ""TimeRespawn"": 25.0}]",小綠頭鴨,5,5,0,20,10,10,10,17,0
47530,Grummer,1,克魯莫噴出的煙氣毒性非常強又持久，要特別注意。,7,mon_grummer,28,,"[{""Map"": 2081, ""Population"": 20, ""TimeRespawn"": 0.0}]",克魯莫,2,5,1,13,23,6,9,13,0
47531,Humming_bud,1,如果被尖銳的針刺到，疼痛感會持續一段時間，請注意。,7,mon_humming_bud,34,,"[{""Map"": 2083, ""Population"": 10, ""TimeRespawn"": 0.0}]",賀敏勃德,5,5,0,23,11,11,11,19,0
47532,Leafly,1,雖然角上沒有毒，但是翅膀上可能會有麻痺的成份，盡可能不要用手去觸摸。,5,mon_leafly,30,,"[{""Map"": 2082, ""Population"": 25, ""TimeRespawn"": 0.0}]",里普萊依,2,5,1,14,24,7,10,14,0
47533,NetherBovine_NoTEX,3,尼多普巴伊透過魔界起源的怪物。不屬於有智能的魔族而是魔族飼育的野獸。,0,boss_netherbovine,1,,,尼多普巴伊,0,0,3,2,3,1,1,3,0
47534,M_boss_Rocktortuga_event_1706,4,遠古石龜獸初期出現時，士兵因為它堅硬的外殼於打怪時遭遇挫折。後來進一步了解遠古石龜獸身體構造的弱點，但要利用其弱點想出攻略也不簡單。,1,m_boss_rocktortuga,1,,,遠古石龜獸,4,0,3,3,1,1,2,2,0
47535,M_boss_Carapace_event_1706,4,許多怪物於神樹之日時開始進行各式各樣的變種，蓋洛貝斯寄居蟹可說是當中最特別的一個案例。該怪物會從脫落的外殼中重新誕生。,4,m_boss_carapace,1,,,蓋洛貝斯寄居蟹,0,0,3,2,3,1,1,3,0
47536,M_boss_Throneweaver_event_1706,1,具有強大力量的昆蟲型會忠實於自我本能成為殺戮者或是想獲得影響力。後者特別危險的理由是他們大半和魔族聯手，王座大蜘蛛就屬於此情形。,7,m_boss_throneweaver,1,,,王座大蜘蛛,1,0,3,1,1,4,3,1,0
57001,skill_equip_object,1,怪物,6,icon_item_nothing,1,,,,5,2,0,3,1,1,1,3,0
57005,Ogouveve_flag_skill,1,怪物,6,icon_item_nothing,1,,"[{""Map"": 3730, ""Population"": 9, ""TimeRespawn"": 60.0}]",旗幟,5,2,1,3,1,1,1,3,0
57006,summons_zombie,3,怪物,0,icon_item_nothing,1,,,殭屍,4,2,1,3,1,1,2,2,0
57007,GuildTower_PVP,5,雖然不是那麼強的怪物，但是草率地攻擊，你會流眼淚的。,,icon_item_nothing,1,,,公會塔,,2,2,2,2,2,2,2,0
57008,alchemist_roasting,1,怪物,6,icon_item_nothing,1,,"[{""Map"": 3680, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 3700, ""Population"": 1, ""TimeRespawn"": 60.0}]",鍊金術士寶珠,5,2,1,3,1,1,1,3,0
57009,Mandragora,1,不使用的怪物,6,icon_item_nothing,1,,,曼德拉高拉,5,2,1,3,1,1,1,3,0
57010,wolf_statue_mage,1,起源雖然是王陵的設施，但是目前處於會攻擊所有生命體的故障狀態。,0,mon_wolf_statue,89,,"[{""Map"": 1351, ""Population"": 14, ""TimeRespawn"": 0.0}]",畢卡拉斯博學者,1,5,1,28,18,65,56,18,0
57011,Ogouveve_flag_Blue,1,怪物,6,icon_item_nothing,1,,,藍色力量旗幟,5,2,1,3,1,1,1,3,0
57012,Udumbara,1,怪物,6,icon_item_nothing,1,,,烏壇巴拉,5,2,1,3,1,1,1,3,0
57013,alchemist_briquetting,1,怪物,6,icon_item_nothing,1,,"[{""Map"": 3390, ""Population"": 2, ""TimeRespawn"": 60.0}]",鍊金術士煤碳,5,2,1,3,1,1,1,3,0
57014,alchemist_tincturing,1,怪物,6,icon_item_nothing,1,,,鍊金術士碘酒,5,2,1,3,1,1,1,3,0
57015,boss_Nepenthes,1,神樹之日之前是個每天好吃懶做的的大塊頭怪物，生性溫和一點也不危險。,1,boss_nepenthes,38,,,豬籠草,5,0,1,25,12,12,12,21,0
57016,seedmia,1,希德米亞可以讓種子飛到相當遠的地方，所以非常麻煩。,7,mon_seedmia,35,,"[{""Map"": 2084, ""Population"": 85, ""TimeRespawn"": 15.0}]",希德米亞,5,5,1,24,12,12,12,20,0
57017,Firent,4,草木災難發生之後，樹木變成會行動的怪物，彼蘭特就是其中之一，他的名字就是使用最初發現者的名字來命名的。,1,mon_firent,32,,"[{""Map"": 2083, ""Population"": 3, ""TimeRespawn"": 0.0}]",彼蘭特,5,5,2,22,11,11,11,18,0
57018,Galok,3,卡露克在魔界是監督工人的怪物。,0,mon_galok,46,,"[{""Map"": 2086, ""Population"": 3, ""TimeRespawn"": 0.0}]",卡露克,1,5,2,15,10,35,30,10,0
57019,Upent,1,本來蘊藏有魔法的草木急速成長後，伍潘特就會出現。,4,mon_upent,52,,"[{""Map"": 2090, ""Population"": 6, ""TimeRespawn"": 0.0}]",伍潘特,5,5,2,34,17,17,17,28,0
57021,Glizardon,3,魔族們發現葛利查頓之後，很快地馴服他們，並讓他們當自己的手下。而魔族不支配的葛利查頓對人類來說當然是很危險的。,0,mon_glizardon,43,,"[{""Map"": 2085, ""Population"": 6, ""TimeRespawn"": 0.0}]",葛利查頓,0,5,2,19,28,9,9,28,0
57022,Corylus,4,從珊瑚變異而成的怪物，是同時具有動植物和礦物特徵的怪物。,0,mon_corylus,44,,"[{""Map"": 2086, ""Population"": 40, ""TimeRespawn"": 0.0}]",寇利羅斯,4,5,1,31,14,14,17,19,0
57023,Rudas_loxodon,3,這個野獸變異之後，唯一變得比較好的一點就是尺寸縮小了。另外，據說因為曾經被某人抓過，所以危險性沒有減少。這種顏色的路克史頓是因為吃錯東西才變成這顏色。,2,mon_rudas_loxodon,50,,"[{""Map"": 2089, ""Population"": 3, ""TimeRespawn"": 0.0}]",赤紅路克史頓,0,5,2,22,33,11,11,33,0
57024,Beeteros,4,畢特羅斯們的偽裝雖然後簡單但是很有效果。請不要亂碰會動的樹葉，會被扎到喔！,7,mon_beeteros,57,,"[{""Map"": 2091, ""Population"": 20, ""TimeRespawn"": 0.0}]",畢特羅斯,2,5,1,24,43,12,18,24,0
57025,Mentiwood,4,從螳螂變異而成的怪物，變得更強悍，偽裝能力也變得更好。,5,mon_mentiwood,56,,"[{""Map"": 2091, ""Population"": 3, ""TimeRespawn"": 0.0}]",曼陀羅之樹,2,5,2,24,42,12,18,24,0
57026,Egnome,4,具有比約諾溫更厲害的印象，相對的也更加強悍。,5,mon_egnome,48,,"[{""Map"": 2087, ""Population"": 40, ""TimeRespawn"": 0.0}]",伊諾溫,4,5,2,34,15,15,18,21,0
57027,Beetow,3,有人用一首詩來描寫花瓣想留下這怪物飛去的決心。賢者大師瓦爾說希望能視情況來思考文學。,5,mon_beetow,47,,"[{""Map"": 2088, ""Population"": 12, ""TimeRespawn"": 0.0}]",畢托爾,2,5,1,20,36,10,15,20,0
57028,Pawndel,3,是朋德的姐妹，身上帶著比自己身體還要大的鐮刀。也會根據製造場所和材料來取名加以區分。,0,mon_pawndel,45,,"[{""Map"": 2086, ""Population"": 38, ""TimeRespawn"": 0.0}]",朋德爾,1,5,1,15,10,35,30,10,0
57029,Carcashu,1,卡樂卡修是蘑菇界的河豚。毒性雖然強，但還是有可以食用的部份。,7,mon_carcashu,55,,"[{""Map"": 2091, ""Population"": 50, ""TimeRespawn"": 0.0}]",卡樂卡修,5,5,1,36,18,18,18,30,0
57030,Zibu_Maize,1,麥茲的果實看起來很美味可口，但如果吃了就會中毒。這種顏色的麥茲甚至會帶來真菌併發症。,7,mon_zibu_maize,49,,"[{""Map"": 2089, ""Population"": 32, ""TimeRespawn"": 0.0}]",暗黑麥茲,5,5,1,32,16,16,16,27,0
57031,boss_merregina,1,蒙雷幾那還是一樣屬於尤拉泰女神所管轄，由於女神不喜介入人類的事務中，他只好常常果斷行動。,4,boss_merregina,46,,,蒙雷幾那,1,0,3,15,10,35,30,10,0
57032,boss_merregina_clam,4,冒險日誌未記載的事物,6,icon_item_nothing,1,,,蒙雷幾那賽爾,4,2,3,3,1,1,2,2,0
57033,Velwriggler,1,受到魔族的影響而誕生的怪物，敏捷又具有毒性。,7,mon_velwriggler,60,,"[{""Map"": 1201, ""Population"": 24, ""TimeRespawn"": 0.0}]",貝里克洛,4,5,1,42,19,19,22,26,0
57034,Lapasape,3,不要以為只會在森林深處遇到他們，有時他們為了吃人類的作物會到處蹓躂。,7,mon_lapasape,117,,,裂嘴菌菇獸,5,5,1,73,36,36,36,61,0
57035,duckey,3,外貌改變不大，但是體質變得完全不一樣了。他們現在不是只生活在水邊了。,1,mon_duckey,125,,"[{""Map"": 1241, ""Population"": 25, ""TimeRespawn"": 0.0}]",魔力鴨,0,5,0,52,78,26,26,78,0
57036,Cronewt,4,和本來的體型相比，體型變大非常多的怪物，本來他們的體型只有小姆指大小而已。,7,mon_cronewt,123,,"[{""Map"": 1241, ""Population"": 18, ""TimeRespawn"": 0.0}]",克洛紐特,0,5,1,51,76,25,25,76,0
57037,InfroHoglan,3,變形為怪物後，有很多鳥變得無法飛翔了。,7,mon_infrohoglan,124,,"[{""Map"": 1241, ""Population"": 15, ""TimeRespawn"": 0.0}, {""Map"": 2501, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 2511, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 2531, ""Population"": 4, ""TimeRespawn"": 60.0}]",伊普羅霍克鷹,0,5,1,51,77,25,25,77,0
57038,Dumaro,3,杜瑪洛並不是新誕生的怪物，但是在草木發生暴走災難之後，被魔族變成具有毒性的動物。,7,mon_dumaro,65,,"[{""Map"": 1271, ""Population"": 77, ""TimeRespawn"": 0.0}]",杜瑪洛,1,5,1,21,14,49,42,14,0
57039,Lichenclops,3,要小心他的眼睛，但其實他的嗅覺也很厲害。,7,mon_lichenclops,63,,"[{""Map"": 1261, ""Population"": 40, ""TimeRespawn"": 0.0}]",青苔克洛普斯,2,5,1,27,47,13,20,27,0
57040,rubblem,4,青苔泥人身上產出的破片或是被破壞的青苔泥人的碎片會重新誕生成新型態的青苔泥人，羅布倫就是個例子。,1,mon_rubblem,113,,"[{""Map"": 1461, ""Population"": 25, ""TimeRespawn"": 0.0}]",羅布倫,4,5,1,76,35,35,41,47,0
57041,loftlem,4,魔王巴以卡寵愛的魔界怪物。巴以卡喜歡能告訴他世界各地新聞的的怪物。,1,mon_loftlem,68,,"[{""Map"": 1281, ""Population"": 10, ""TimeRespawn"": 0.0}]",羅佛特倫,4,5,0,47,21,21,25,29,0
57042,blindlem,4,在人類打磨後丟棄的石材上成長的植物，經過神樹之日後變種成的怪物。,1,mon_blindlem,116,,"[{""Map"": 1471, ""Population"": 15, ""TimeRespawn"": 0.0}]",布拉因德倫,4,5,1,78,36,36,42,48,0
57043,fallenlem,4,有許多不同種族的魔族士兵存在於魔界。他們的指揮系統和階級制度很不明確。布勒倫相關初期記錄都是出現在亞佳伊拉弗羅里的傳記裡。,1,mon_pawndel,115,,,布勒倫,4,5,1,78,36,36,42,48,0
57044,infro_Blud,1,因為是植物孢子變異成怪物所以是浮遊型怪物。,7,mon_infro_blud,169,,"[{""Map"": 1172, ""Population"": 30, ""TimeRespawn"": 0.0}]",因普羅嗜血妖魔,5,5,1,104,52,52,52,87,0
57045,ticen,1,看過堤肯身上攜帶的槍，其他種族應該也存在堤肯的假設結果證實為真，堤肯的種類比預期的還多樣，他們群聚而居，在完全社會化之前，每天都在進化。,0,mon_ticen,67,,"[{""Map"": 1281, ""Population"": 30, ""TimeRespawn"": 0.0}]",堤肯,0,5,1,28,43,14,14,43,0
57046,tucen,4,圖肯的尾巴末端被稱作礦物質。,7,mon_tucen,68,,"[{""Map"": 1281, ""Population"": 35, ""TimeRespawn"": 0.0}]",圖肯,2,5,0,29,51,14,21,29,0
57047,colimen,1,植物型怪物中具備最另類的種族特徵的怪物。從學術上的角度來看，有很多人很好奇牠們是否會培養出更高階的社會性。,5,mon_colimen,76,,,柯里曼,5,5,1,48,24,24,24,40,0
57048,colitile,1,他們把小型動物或昆蟲當作是食物。對比自己體型大的動物則是不吝於表現敵意，碰到她們的人要小心了。,5,mon_colitile,49,,"[{""Map"": 2087, ""Population"": 40, ""TimeRespawn"": 0.0}]",蔻利達伊爾,1,5,0,16,10,37,32,10,0
57049,colistump,1,因為還具有變形成怪物之前的記憶，所以非常憎恨樵夫。,5,mon_colistump,116,,,柯利樹樁怪,5,5,1,72,36,36,36,60,0
57050,minivern,3,雖然說是很小但已經是成體了。當然以後也會繼續成長。,4,mon_minivern,125,,"[{""Map"": 1491, ""Population"": 10, ""TimeRespawn"": 0.0}]",麻里凡,0,5,1,52,78,26,26,78,0
57051,belegg,3,貝爾雷克在魔界適任甚麼角色的生物體，還是只是會移動的魔法物體，到目前為止沒人知道。,4,mon_belegg,118,,"[{""Map"": 1471, ""Population"": 15, ""TimeRespawn"": 0.0}]",貝爾雷克,4,5,1,79,36,36,43,49,0
57052,woodfung,1,森林花怪聽說和咒術有密切的關係。,7,mon_woodfung,75,,"[{""Map"": 1301, ""Population"": 15, ""TimeRespawn"": 0.0}]",森林花怪,5,5,1,48,24,24,24,40,0
57053,InfroRocktor_red,4,烏龜和礦石的變種小怪，就算同族聚在一起也是各自活動。,2,mon_infrorocktor_red,120,,"[{""Map"": 1481, ""Population"": 25, ""TimeRespawn"": 0.0}, {""Map"": 1143, ""Population"": 35, ""TimeRespawn"": 5.0}]",赤紅礦石龜,4,5,1,81,37,37,43,50,0
57054,wolf_statue_mage_pollution,1,起源雖然是王陵的設施，但是目前處於會攻擊所有生命體的故障狀態。,6,mon_wolf_statue_mage_pollution,92,,"[{""Map"": 1351, ""Population"": 13, ""TimeRespawn"": 10.0}]",被汙染的畢卡拉斯博學者,5,5,1,58,29,29,29,48,0
57055,boss_gesti,1,傑斯堤是吉特涅麾下3代魔王中其中之一，且是唯一的女性。她的麾下有許多魔君主跟隨她的指示去攻擊人類及女神。 ,0,boss_gesti,50,,,傑斯堤,1,0,1,16,11,38,33,11,0
57056,boss_Gaigalas_Q1,3,不太清楚魔龍凱拉斯祈願的生物是甚麼。極有可能是原本不存在於這世界的生物。,2,boss_gaigalas,123,,,魔龍凱拉斯,0,0,3,51,76,25,25,76,0
57058,boss_Golem_Q1,4,世上存在的青苔泥人大部份都是在好的意圖之下製作的，而現在受到邪惡氣息的影響，他們變得會動了。,1,boss_golem,116,,,青苔泥人,4,0,3,78,36,36,42,48,0
57059,boss_Golem_Q2,4,世上存在的青苔泥人大部份都是在好的意圖之下製作的，而現在受到邪惡氣息的影響，他們變得會動了。,1,icon_item_nothing,26,,,Q2 青苔泥人,4,0,3,20,9,9,10,12,0
57060,boss_Golem_Q3,4,世上存在的青苔泥人大部份都是在好的意圖之下製作的，而現在受到邪惡氣息的影響，他們變得會動了。,1,icon_item_nothing,28,,,Q3 青苔泥人,4,0,3,21,9,9,11,13,0
57061,boss_Golem_Q4,4,世上存在的青苔泥人大部份都是在好的意圖之下製作的，而現在受到邪惡氣息的影響，他們變得會動了。,1,icon_item_nothing,1,,,Q4 青苔泥人,4,0,3,3,1,1,2,2,0
57062,boss_ginklas_Q1,4,目前奇葛拉斯被狂氣感染，所以本來具備的理性已消失。,2,boss_ginklas,58,,,奇葛拉斯,4,0,3,40,18,18,22,25,0
57063,boss_ginklas_Q2,4,目前奇葛拉斯被狂氣感染，所以本來具備的理性已消失。,2,boss_ginklas,113,,,奇葛拉斯,4,0,3,76,35,35,41,47,0
57064,boss_necrovanter_Q1,2,支配其他命令，奪走不服從的懦弱亡靈的力量，並傾向於收集更強的力量。,0,boss_necrovanter,100,,,地獄亡靈,1,0,3,31,21,73,63,21,0
57065,boss_necrovanter_Q2,2,支配其他命令，奪走不服從的懦弱亡靈的力量，並傾向於收集更強的力量。,0,boss_necrovanter,236,,,地獄亡靈,1,0,3,72,48,168,144,48,0
57066,boss_Devilglove_Q1,4,這不知名的古代魔神物品的傳聞還在繼續流傳中。聽了那個傳聞甚至連吉特涅都不想跟他多說甚麼了。,0,boss_devilglove,1,,,Q1 惡魔葛洛夫,4,0,3,3,1,1,2,2,0
57067,boss_Denoptic_Q1,3,魔王巴以卡寵愛的魔界怪物。巴以卡喜歡能告訴他世界各地新聞的的怪物。,7,boss_denoptic,89,,,巨眼丹提,4,0,3,61,28,28,32,37,0
57068,boss_Reaverpede_Q1,3,制伏對方時，會先麻醉對方再慢慢將對方體液慢慢吸光。將自己體型變大後，體型小的對象與其把他當作飼料，不如先消耗它的攻擊性。,7,boss_reaverpede,1,,,Q1 地心蟲王,2,0,3,2,4,1,1,2,0
57069,boss_Mushwort_Q1,1,抓這類怪物最難的地方就在於睡醒時有很高的機率會出現在家裡。,7,boss_mushwort,114,,,蘑菇沃特,5,0,3,71,35,35,35,59,0
57070,boss_Mushwort_Q2,1,抓這類怪物最難的地方就在於睡醒時有很高的機率會出現在家裡。,7,boss_mushwort,124,,,蘑菇沃特,5,0,3,77,38,38,38,64,0
57071,boss_Mushcaria_Q1,1,理由雖然還不得而知，但因為神樹之日變形後，就對女神們露出敵對感。,7,boss_mushcaria,54,,,蘑菇卡利亞,5,0,3,35,17,17,17,29,0
57072,boss_Mushcaria_Q2,1,理由雖然還不得而知，但因為神樹之日變形後，就對女神們露出敵對感。,7,boss_mushcaria,30,,,蘑菇卡利亞,5,0,3,21,10,10,10,17,0
57073,boss_Mushcaria_Q3,1,理由雖然還不得而知，但因為神樹之日變形後，就對女神們露出敵對感。,7,icon_item_nothing,1,,,Q3 蘑菇卡利亞,5,0,3,3,1,1,1,3,0
57074,boss_Mothstem_Q1,1,幸好成體變成怪物個體的數量不多，但要真正理解這個現象確實不簡單。,5,icon_item_nothing,106,,,Q1 魔斯怪,2,0,3,44,77,22,33,44,0
57075,boss_moa_Q1,3,努力馴服眾多種類的鳥的人們之中很多人都對莫厄沒有興趣。是因為這種鳥食量太大。,0,boss_moa,1,,,Q1 莫厄,0,0,3,2,3,1,1,3,0
57076,boss_molich_Q1,3,莫雷克在數百年間侍奉了好幾個魔君主並立下了許多功績，未來非常有可能會升遷。揭發魔族歷史的學者們猜測如果發生這種事，也許會超越像是佛蘭普或是米爾堤斯這種低地位的魔君主也說不定。,0,boss_molich,58,,,莫雷克,0,0,3,25,37,12,12,37,0
57077,boss_Minotaurs_Q1,3,米諾牛頭怪是遠古就存在的怪物，神樹之日當天開始展開雙翅的個體，重點是個本性凶暴殘忍的存在。,2,boss_minotaurs,102,,,Q1 米諾牛頭怪,1,0,3,32,21,74,64,21,0
57078,boss_Minotaurs_Q2,3,米諾牛頭怪是遠古就存在的怪物，神樹之日當天開始展開雙翅的個體，重點是個本性凶暴殘忍的存在。,2,boss_minotaurs,116,,,Q2 米諾牛頭怪,1,0,3,36,24,84,72,24,0
57079,boss_Bebraspion_Q1,3,曾嘗試於年幼時要馴服人類族群，不過只有魔族徹底馴服成功。,5,boss_bebraspion,69,,,火暴地鼠獸,0,0,3,29,44,14,14,44,0
57080,boss_bearkaras_Q1,4,擁有引起神樹之日變形的強大力量怪物之中，有些就像這傢伙一樣，與魔族結盟或成為魔族的手下。,1,boss_bearkaras,78,,,貝亞卡拉斯,0,0,3,33,49,16,16,49,0
57081,boss_bearkaras_Q2,4,擁有引起神樹之日變形的強大力量怪物之中，有些就像這傢伙一樣，與魔族結盟或成為魔族的手下。,1,boss_bearkaras,93,,,貝亞卡拉斯,0,0,3,39,58,19,19,58,0
57082,boss_bearkaras_Q3,4,擁有引起神樹之日變形的強大力量怪物之中，有些就像這傢伙一樣，與魔族結盟或成為魔族的手下。,1,boss_bearkaras,126,,,貝亞卡拉斯,0,0,3,52,78,26,26,78,0
57083,boss_bearkaras_Q4,4,擁有引起神樹之日變形的強大力量怪物之中，有些就像這傢伙一樣，與魔族結盟或成為魔族的手下。,1,boss_bearkaras,1,,,Q4 貝亞卡拉斯,0,0,3,2,3,1,1,3,0
57084,boss_Goblin_Warrior_Q1,3,近幾年布貝社會內部正急速分化，越趨複雜。,1,icon_item_nothing,1,,,Q1 布貝鬥士,0,0,3,2,3,1,1,3,0
57085,boss_BiteRegina_Q1,4,神樹之日時變種的昆蟲怪物大部分為存在於女王或君主下的個體。,7,icon_item_nothing,122,,,Q1 比特雷巨蜂,2,0,3,50,88,25,38,50,0
57086,boss_BiteRegina_Q2,4,神樹之日時變種的昆蟲怪物大部分為存在於女王或君主下的個體。,7,boss_biteregina,47,,,比特雷巨蜂,2,0,3,20,36,10,15,20,0
57087,boss_Strongholder_Q1,3,魔界中強大劍士著稱的他們以之吉特涅名踐踏了我們的領土。,0,boss_strongholder,42,,,獨眼巨人,1,0,3,14,9,32,28,9,0
57088,boss_salamander_Q1,3,神樹之日以前就存在的怪物，雖然遠古前數量很少，甚至有些個體與人類關係很親近，現在則完全相反。,2,boss_salamander,113,,,火焰蜥蜴王,0,0,3,47,70,23,23,70,0
57089,boss_salamander_Q2,3,神樹之日以前就存在的怪物，雖然遠古前數量很少，甚至有些個體與人類關係很親近，現在則完全相反。,2,boss_salamander,1,,,Q2 火焰蜥蜴王,0,0,3,2,3,1,1,3,0
57090,boss_ShadowGaoler_Q1,1,鬼影凱伊洛原是精靈的一份子，神樹之日時則臣服於魔族力量之下。,0,icon_item_nothing,109,,,Q1 鬼影凱伊洛,1,0,3,34,22,79,68,22,0
57091,boss_stone_whale_Q1,4,由礦物變種的怪物，與石鯨怪沒甚麼血緣關係，目前還不清楚為何具有鯨魚的外型。,1,boss_stone_whale,126,,,石鯨怪,4,0,3,85,39,39,45,52,0
57092,boss_Sequoia_Q1,3,著名雕刻師為了守護人類製作的， 但本質開始腐敗變成有害的怪物了。,2,boss_sequoia_blue,53,,,賽夸伊亞,5,0,3,34,17,17,17,29,0
57093,boss_Shnayim_Q1,4,是為了守護王陵而創造的魔法創造物，雖然不是很強，但是因為充滿女神之力，所以對魔族來說算強的。,5,boss_shnayim,90,,,虛那印,4,0,3,61,28,28,33,38,0
57094,boss_Throneweaver_Q1,1,具有強大力量的昆蟲型會忠實於自我本能成為殺戮者或是想獲得影響力。後者特別危險的理由是他們大半和魔族聯手，王座大蜘蛛就屬於此情形。,7,boss_throneweaver,34,,,王座大蜘蛛,1,0,3,11,7,27,23,7,0
57095,boss_archon_Q1,4,亞崑在魔界算是數一數二地位崇高的人，除了戰鬥以外也負責很多其他工作的魔族。,2,boss_archon,88,,,亞崑,4,0,3,60,27,27,32,37,0
57096,boss_archon_Q2,4,亞崑在魔界算是數一數二地位崇高的人，除了戰鬥以外也負責很多其他工作的魔族。,2,boss_archon,116,,,亞崑,4,0,3,78,36,36,42,48,0
57097,boss_Unknocker_Q1,4,看守寶物的守護者或守門者組成的高位魔法師和人類等多方勢力常常使用的的魔法創造物。,0,boss_unknocker,73,,,邪惡寶箱怪,1,0,3,23,15,54,46,15,0
57098,boss_Achat_Q1,4,是為了守護王陵而創造的魔法創造物，雖然不是很強，但是因為充滿女神之力，所以對魔族來說算強的。,5,boss_achat,96,,,艾哈特,4,0,3,65,30,30,35,40,0
57099,boss_yekub_Q1,3,耶庫是魔界最惡名昭彰的存在，而且生出很多分身散佈各處，約克巴伊特就是其中一種分身的名稱。,4,icon_item_nothing,109,,,Q1 耶庫,0,0,3,45,68,22,22,68,0
57100,boss_yonazolem_Q1,4,喬雷說與一般青苔泥人不同，並非因為魔法，是因為其他氣息影響才讓牠們活動的。,1,boss_yonazolem,61,,,約納喬雷,4,0,3,42,19,19,23,26,0
57101,boss_werewolf_Q1,3,狼人從很久以前就是個浪跡天涯的種族。不屬於任何一個領土或世界的他們，最近發現神樹之日對他們來說是一個嶄新的機會。,0,boss_werewolf,115,,,狼人,0,0,3,48,72,24,24,72,0
57102,boss_Iltiswort_Q1,1,從強大的植物怪物身上可以找到的優勢，大概就是他們是無法移動的固定型吧。,7,boss_iltiswort,61,,,伊提斯大嘴獸,5,0,3,39,19,19,19,33,0
57103,boss_Chapparition_Q1,2,據說死靈查普利一般都能從死去魔法師幽靈的邪惡氣息中誕生。,0,icon_item_nothing,83,,,Q1 死靈查普利,1,0,3,26,17,61,52,17,0
57104,boss_Chapparition_Q2,2,據說死靈查普利一般都能從死去魔法師幽靈的邪惡氣息中誕生。,0,boss_chapparition,101,,,死靈查普利,1,0,3,31,21,74,63,21,0
57105,boss_Chapparition_Q3,2,據說死靈查普利一般都能從死去魔法師幽靈的邪惡氣息中誕生。,0,boss_chapparition,144,,,死靈查普利,1,0,3,44,29,104,89,29,0
57106,boss_Chapparition_Q4,2,據說死靈查普利一般都能從死去魔法師幽靈的邪惡氣息中誕生。,0,icon_item_nothing,112,,,Q4 死靈查普利,1,0,3,35,23,81,70,23,0
57107,boss_Chafer_Q1,3,反正對人類而言是不相關的事情，除了自己以外，都不喜歡其它昆蟲型。特別是厭惡蜂種類的怪物們。,7,boss_chafer,58,,,切波勒,2,0,3,25,44,12,18,25,0
57108,boss_Chafer_Q2,3,反正對人類而言是不相關的事情，除了自己以外，都不喜歡其它昆蟲型。特別是厭惡蜂種類的怪物們。,7,boss_chafer,119,,,切波勒,2,0,3,49,86,24,37,49,0
57109,boss_Wood_spirit_Q1,3,樹精每個個體的性格千差萬別，這無關於外表或是顏色，從獨子性向開始一直到魔族的部下為止，非常多樣化。但是據說沒有一種個體對人類是友善的。,7,icon_item_nothing,106,,,Q1 綠色樹精,5,0,3,66,33,33,33,55,0
57110,boss_Fallen_Statue_Q1,3,魔族入侵了女神的神聖離開很久的神像並在裡面生長。,0,boss_fallen_statue,53,,,克洛提德,1,0,3,17,11,40,34,11,0
57111,boss_Clymen_Q1,3,具有適合在黑暗的地方或是森林深處等地埋伏的習性。行事謹慎，若判定對象很弱的話就會跳出來開始攻擊。,7,boss_clymen,81,,,女妖克萊默,5,0,3,51,25,25,25,43,0
57112,boss_tutu_Q1,3,神樹之日過後兩棲類變種成多種型態，毒魔蛙圖圖相較之下反而變得較接近原本的樣貌。但並不是那樣就變得比較不殘暴。,7,boss_tutu,60,,,毒魔蛙圖圖,0,0,3,26,39,13,13,39,0
57113,boss_tutu_Q2,3,神樹之日過後兩棲類變種成多種型態，毒魔蛙圖圖相較之下反而變得較接近原本的樣貌。但並不是那樣就變得比較不殘暴。,7,boss_tutu,1,,,Q2 毒魔蛙圖圖,0,0,3,2,3,1,1,3,0
57114,boss_TombLord_Q1,4,以前盜墓時也曾擔任過在旁邊躲起來把風的守護者。,0,boss_tomblord,85,,,墓主洛德,1,0,3,27,18,62,54,18,0
57115,boss_poata_Q1,3,波亞塔是起源於植物的怪物，為了獲得更強的力量，正找機會見魔族。,7,boss_poata,27,,,波亞塔,0,0,3,12,19,6,6,19,0
57116,boss_poata_Q2,3,波亞塔是起源於植物的怪物，為了獲得更強的力量，正找機會見魔族。,7,boss_poata,58,,,被召喚的波亞塔,0,0,3,25,37,12,12,37,0
57117,boss_poata_Q3,3,波亞塔是起源於植物的怪物，為了獲得更強的力量，正找機會見魔族。,7,boss_poata,1,,,Q3 波亞塔,0,0,3,2,3,1,1,3,0
57118,boss_Harpeia_Q1,3,雖然是個沒憑沒據的傳說，但從來看遠古歷史來看夏勒琵雅追隨的不是魔族，而是女神拉伊瑪。,5,boss_harpeia,122,,,Q1 夏勒琵雅,1,0,3,38,25,88,76,25,0
57119,boss_golem_Gray_Q1,4,世上存在的青苔泥人大部份都是在好的意圖之下製作的，而現在受到邪惡氣息的影響，他們變得會動了。,1,boss_golem,55,,,灰色青苔泥人,4,0,3,39,18,18,21,24,0
